name,price,href,chipset,memory,core_clock,boost_clock,color,length
EVGA BLACK GAMING,,https://pcpartpicker.com/product/s64BD3/evga-geforce-gtx-1660-6-gb-black-gaming-video-card-06g-p4-1160-kr,GeForce GTX 1660,6,1530,1785,Black,190
Gigabyte GAMING OC 3X,,https://pcpartpicker.com/product/stNgXL/gigabyte-geforce-rtx-2060-super-8-gb-gaming-oc-3x-video-card-gv-n206sgaming-oc-8gd-v20,GeForce RTX 2060 SUPER,8,1470,1710,Black,280
Palit StormX OC,,https://pcpartpicker.com/product/Bq9tt6/palit-geforce-gtx-1650-super-4-gb-stormx-oc-video-card-ne6165ss18g1-166f,GeForce GTX 1650 SUPER,4,1530,1770,Black,168
Gigabyte WINDFORCE OC Rev 2.0,,https://pcpartpicker.com/product/BrLwrH/gigabyte-geforce-rtx-2060-6-gb-windforce-oc-rev-20-video-card-gv-n2060wf2oc-6gd-rev-20,GeForce RTX 2060,6,1365,1770,Black / Gray,265
Inno3D iChill X3 RED,,https://pcpartpicker.com/product/cnmFf7/inno3d-geforce-rtx-3060-ti-8-gb-ichill-x3-red-video-card-c306t3-08d6x-1671va39,GeForce RTX 3060 Ti,8,1410,1725,Black / Red,300
Inno3D Twin X2,,https://pcpartpicker.com/product/s4tKHx/inno3d-geforce-rtx-3060-ti-8-gb-twin-x2-video-card-n306t2-08d6-1190va32d,GeForce RTX 3060 Ti,8,1410,1665,Black,240
XFX RX-67TMYDFD8,,https://pcpartpicker.com/product/38M48d/xfx-radeon-rx-6700-xt-12-gb-video-card-rx-67tmydfd8,Radeon RX 6700 XT,12,2330,2615,Silver / Black,267
Zotac GAMING AMP Holo,,https://pcpartpicker.com/product/NpRYcf/zotac-geforce-rtx-3070-lhr-8-gb-gaming-amp-holo-video-card-zt-a30700f-10plhr,GeForce RTX 3070 LHR,8,1500,1785,Black,291
Gigabyte EAGLE,,https://pcpartpicker.com/product/7LKKHx/gigabyte-geforce-rtx-3080-12gb-lhr-12-gb-eagle-video-card-gv-n3080eagle-12gd,GeForce RTX 3080 12GB LHR,12,1260,1710,Black,320
MSI VENTUS 3X PLUS,,https://pcpartpicker.com/product/tG6p99/msi-geforce-rtx-3080-12gb-lhr-12-gb-ventus-3x-plus-video-card-geforce-rtx-3080-ventus-3x-plus-12g-lhr,GeForce RTX 3080 12GB LHR,12,1260,1710,Black / Gray,305
MSI GAMING TRIO,,https://pcpartpicker.com/product/KHBzK8/msi-gaming-trio-geforce-rtx-4070-ti-12-gb-video-card-rtx-4070-ti-gaming-trio-white-12g,GeForce RTX 4070 Ti,12,2310,2625,White,337
Gainward Ghost,,https://pcpartpicker.com/product/QkwmP6/gainward-ghost-geforce-rtx-4060-8-gb-pcie-x8-video-card-ne64060019p1-1070b,GeForce RTX 4060,8,1830,2460,Black,250
MSI GAMING SLIM MLG,,https://pcpartpicker.com/product/3dP8TW/msi-gaming-slim-mlg-geforce-rtx-4070-super-12-gb-video-card-geforce-rtx-4070-super-12g-gaming-slim-mlg,GeForce RTX 4070 SUPER,12,1980,2490,Black / Red,307
PNY VCNRTXA1000LP-PB,,https://pcpartpicker.com/product/ZzTZxr/pny-vcnrtxa1000lp-pb-rtx-a1000-8-gb-pcie-x8-video-card-vcnrtxa1000lp-pb,RTX A1000,8,,1460,Black,163
EVGA FTW ACX 2.0,289,https://pcpartpicker.com/product/QWbkcf/evga-video-card-02gp42958kr,GeForce GTX 950,2,1203,1405,Black,257
EVGA GAMING,599,https://pcpartpicker.com/product/XGhKHx/evga-geforce-gtx-1070-ti-8gb-gaming-video-card-08g-p4-5670-kr,GeForce GTX 1070 Ti,8,1607,1683,Silver / Black,267
Sapphire 100311BFVSR,,https://pcpartpicker.com/product/fkBv6h/sapphire-video-card-100311bfvsr,Radeon HD 6970,2,880,,Black / Red,
MSI TWIN FROZR,,https://pcpartpicker.com/product/3Jh9TW/msi-video-card-n770tf2gd5oc,GeForce GTX 770,2,1098,,Black / Red,260
MSI GAMING 100ME,,https://pcpartpicker.com/product/b998TW/msi-video-card-gtx970gaming100me,GeForce GTX 970,4,1140,1279,Black / Green,269
Gigabyte GAMING,,https://pcpartpicker.com/product/W34NnQ/gigabyte-radeon-rx-480-8gb-g1-gaming-video-card-gv-rx480g1-gaming-8gd,Radeon RX 480,8,1120,1290,Black / Orange,232
Gigabyte AORUS,,https://pcpartpicker.com/product/pLNypg/gigabyte-radeon-rx-570-4gb-aorus-4g-video-card-gv-rx570aorus-4gd,Radeon RX 570,4,1168,1295,Black / Orange,232
Gigabyte GV-N108TGAMINGOC BLACK-11GD,,https://pcpartpicker.com/product/ps98TW/gigabyte-geforce-gtx-1080-ti-11gb-oc-black-video-card-gv-n108tgamingoc-black-11gd,GeForce GTX 1080 Ti,11,1544,1657,Black,280
XFX GTR XXX,,https://pcpartpicker.com/product/Zbvbt6/xfx-radeon-rx-580-8gb-gtr-xxx-edition-white-video-card-rx-580p8dfwr,Radeon RX 580,8,1257,1386,Black / White,280
Gigabyte WINDFORCE OC,,https://pcpartpicker.com/product/HT3H99/gigabyte-geforce-rtx-2080-8gb-windforce-oc-video-card-gv-n2080wf3oc-8gc,GeForce RTX 2080,8,1515,,Black,281
GALAX 26NRL7HPX7OC,,https://pcpartpicker.com/product/W9MwrH/galax-geforce-rtx-2060-6-gb-video-card-26nrl7hpx7oc,GeForce RTX 2060,6,1365,1710,Black,228
MSI AERO ITX,,https://pcpartpicker.com/product/kWZzK8/msi-geforce-rtx-2060-super-8-gb-aero-itx-video-card-rtx-2060-super-aero-itx,GeForce RTX 2060 SUPER,8,1470,1650,Black / White,174
Asus Expedition,,https://pcpartpicker.com/product/YZhKHx/asus-geforce-gtx-1060-6gb-6-gb-expedition-video-card-ex-gtx1060-o6g,GeForce GTX 1060 6GB,6,1569,1809,Black / Red,240
Palit StormX,,https://pcpartpicker.com/product/dTMTwP/palit-geforce-gtx-1660-super-6-gb-stormx-video-card-ne6166s018j9-161f,GeForce GTX 1660 SUPER,6,1530,1785,,168
MSI GeForce RTX 3090 GAMING TRIO 24G,,https://pcpartpicker.com/product/dVvqqs/msi-geforce-rtx-3090-24-gb-gaming-trio-video-card-rtx-3090-gaming-trio-24g,GeForce RTX 3090,24,1395,,Black,335
MSI GeForce RTX 3090 VENTUS 3X 24G,,https://pcpartpicker.com/product/XrbCmG/msi-geforce-rtx-3090-24-gb-ventus-3x-video-card-rtx-3090-ventus-3x-24g,GeForce RTX 3090,24,1395,,Black,305
Gigabyte GV-R68XT-16GC-B,,https://pcpartpicker.com/product/yXxbt6/gigabyte-radeon-rx-6800-xt-16-gb-video-card-gv-r68xt-16gc-b,Radeon RX 6800 XT,16,1825,2250,Black / Silver,267
Gigabyte EAGLE,,https://pcpartpicker.com/product/N3RYcf/gigabyte-geforce-rtx-3070-ti-8-gb-eagle-video-card-gv-n307teagle-8gd,GeForce RTX 3070 Ti,8,1575,1770,Black,283
Palit GameRock OC,,https://pcpartpicker.com/product/r3RYcf/palit-geforce-rtx-3070-ti-8-gb-gamerock-oc-video-card-ned307tt19p2-1047g,GeForce RTX 3070 Ti,8,1575,1845,Silver,304
Sapphire 21306-01-20G,,https://pcpartpicker.com/product/g3t9TW/sapphire-21306-01-20g-radeon-rx-6700-xt-12-gb-video-card-21306-01-20g,Radeon RX 6700 XT,12,2321,2581,Black / Silver,267
Gigabyte MINI ITX,,https://pcpartpicker.com/product/fTK2FT/gigabyte-mini-itx-geforce-gtx-1660-super-6-gb-video-card-gv-n166six-6gd,GeForce GTX 1660 SUPER,6,1530,1785,Black,170
MSI Gaming X NV Edition,,https://pcpartpicker.com/product/PtNYcf/msi-gaming-x-nv-edition-geforce-rtx-4060-8-gb-video-card-rtx-4060-gaming-x-nv-edition-8g,GeForce RTX 4060,8,1830,2610,Green / Black,247
Asus ROG-STRIX-LC-RX6900XT-T16G-GAMING,1799.99,https://pcpartpicker.com/product/wtM48d/asus-radeon-rx-6900-xt-16-gb-video-card-rog-strix-lc-rx6900xt-t16g-gaming,Radeon RX 6900 XT,16,1825,2525,Black / Silver,277
PNY VCQK420-2GB-PB,99.96,https://pcpartpicker.com/product/JskwrH/pny-quadro-k420-2gb-video-card-vcqk420-2gb-pb,Quadro K420,2,876,891,Black / Green,160
KFA2 EX Gamer (1-Click OC),,https://pcpartpicker.com/product/JHtLrH/kfa2-ex-gamer-1-click-oc-geforce-rtx-4070-12-gb-video-card-47som7md7kwk,GeForce RTX 4070,12,1920,2580,White,336
ATI FirePro W7000,149.96,https://pcpartpicker.com/product/6sDwrH/ati-video-card-100505634,FirePro W7000,4,950,,Black / Red,242
MSI ARMOR OC,399,https://pcpartpicker.com/product/XHGj4D/msi-geforce-gtx-1060-6gb-armor-oc-video-card-geforce-gtx-1060-armor-6g-oc,GeForce GTX 1060 6GB,6,1506,1708,Black / White,279
PNY VCGGTX980T6XPB-CG,998,https://pcpartpicker.com/product/syX2FT/pny-video-card-vcggtx980t6xpbcg,GeForce GTX 980 Ti,6,1000,1076,Black / Silver,267
Palit GamingPro OC,751.79,https://pcpartpicker.com/product/ct88TW/palit-gamingpro-oc-geforce-rtx-4070-12-gb-video-card-ned4070h19k9-1043a,GeForce RTX 4070,12,1920,2595,Black / Silver,329
EVGA 02G-P4-2680-KR,,https://pcpartpicker.com/product/kZMFf7/evga-video-card-02gp42680kr,GeForce GTX 680,2,1006,,Black,254
EVGA ACX,,https://pcpartpicker.com/product/kF7wrH/evga-video-card-02gp42763kr,GeForce GTX 760,2,980,,Black / Silver,241
HP C2J93AT,149.99,https://pcpartpicker.com/product/vgDwrH/hp-video-card-c2j93at,Quadro K2000,2,954,,Black / Green,202
Asus TUF Gaming TOP,,https://pcpartpicker.com/product/qbM48d/asus-tuf-gaming-top-radeon-rx-6900-xt-16-gb-video-card-tuf-rx6900xt-t16g-gaming,Radeon RX 6900 XT,16,1825,2390,Black / Black,320
Asus Turbo,,https://pcpartpicker.com/product/sNkWGX/asus-turbo-geforce-rtx-3070-8-gb-video-card-turbo-rtx3070-8g,GeForce RTX 3070,8,1500,1755,Black,269
Gigabyte WINDFORCE,,https://pcpartpicker.com/product/PCjG3C/gigabyte-video-card-gvn780ghz3gd,GeForce GTX 780,3,1017,1071,Black,292
Sapphire Dual-X,,https://pcpartpicker.com/product/qYV48d/sapphire-video-card-100373l,Radeon R9 280,3,850,940,Black / Silver,262
EVGA 01G-P3-1731-KR,,https://pcpartpicker.com/product/RvnG3C/evga-video-card-01gp31731kr,GeForce GT 730,1,902,,Black / Green,69
EVGA Superclocked,,https://pcpartpicker.com/product/tf98TW/evga-video-card-02gp42951kr,GeForce GTX 950,2,1152,1342,Black,173
PNY XLR8,,https://pcpartpicker.com/product/kgBrxr/pny-geforce-gtx-1070-8gb-xlr8-video-card-vcggtx10708xgpb-oc,GeForce GTX 1070,8,1607,1797,Black / Red,292
XFX RS,,https://pcpartpicker.com/product/29wqqs/xfx-radeon-rx-480-8gb-rs-video-card-rx-480p8lfb6,Radeon RX 480,8,1120,1288,Black,240
Asus STRIX,,https://pcpartpicker.com/product/hmM323/asus-radeon-rx-580-8gb-strix-video-card-rog-strix-rx580-8g-gaming,Radeon RX 580,8,1257,1360,Black,298
MSI GTX 1050 2GT OC,,https://pcpartpicker.com/product/VgYWGX/msi-geforce-gtx-1050-2gb-video-card-gtx-1050-2gt-oc,GeForce GTX 1050,2,1404,1518,Black / White,215
Zotac AMP Extreme Core,,https://pcpartpicker.com/product/4FTPxr/zotac-geforce-gtx-1080-ti-11gb-amp-extreme-core-video-card-zt-p10810f-10p,GeForce GTX 1080 Ti,11,1607,1721,Black / Silver,325
ASRock Phantom Gaming,,https://pcpartpicker.com/product/XTNv6h/asrock-phantom-gaming-radeon-rx-550-512-2-gb-video-card-rx550-2g,Radeon RX 550 - 512,2,1183,,Black / Silver,170
EVGA SC2 Gaming,,https://pcpartpicker.com/product/gQgzK8/evga-geforce-gtx-1080-8gb-sc2-gaming-video-card-08g-p4-6585-kr,GeForce GTX 1080,8,1708,1847,Silver / Black,267
MSI DUKE,,https://pcpartpicker.com/product/QsBTwP/msi-geforce-rtx-2080-8gb-duke-video-card-rtx-2080-duke-8g-oc,GeForce RTX 2080,8,1515,1845,Black,314
EVGA XC GAMING,,https://pcpartpicker.com/product/8cPKHx/evga-geforce-rtx-2080-8gb-xc-gaming-video-card-08g-p4-2182-kr,GeForce RTX 2080,8,1515,,Black / Clear,270
Asus Phoenix,,https://pcpartpicker.com/product/QVjJ7P/asus-geforce-gtx-1660-ti-6-gb-phoenix-video-card-ph-gtx1660ti-6g,GeForce GTX 1660 Ti,6,1500,1800,Black / White,174
MSI ARMOR OC,,https://pcpartpicker.com/product/GzqhP6/msi-geforce-gtx-1660-6-gb-armor-oc-video-card-gtx-1660-armor-6g-oc,GeForce GTX 1660,6,1530,1845,Black / White,243
MSI GAMING X,,https://pcpartpicker.com/product/ctLwrH/msi-radeon-rx-5600-xt-6-gb-gaming-x-video-card-radeon-rx-5600-xt-gaming-x,Radeon RX 5600 XT,6,1235,1620,Black / Silver,297
PowerColor Red Devil,,https://pcpartpicker.com/product/JWJmP6/powercolor-radeon-rx-5600-xt-6-gb-red-devil-video-card-axrx-5600xt-6gbd6-3dheoc,Radeon RX 5600 XT,6,1247,1750,Black / Silver,240
Gigabyte GAMING,,https://pcpartpicker.com/product/bJRgXL/gigabyte-radeon-rx-570-8-gb-gaming-video-card-gv-rx570gaming-8gd-rev-20,Radeon RX 570,8,1244,1255,Black / Orange,232
Gigabyte AORUS MASTER,,https://pcpartpicker.com/product/MnfFf7/gigabyte-aorus-master-geforce-rtx-3090-24-gb-video-card-gv-n3090aorus-m-24gd,GeForce RTX 3090,24,1395,1785,Black,319
KFA2 (1-Click OC),,https://pcpartpicker.com/product/yRGbt6/kfa2-geforce-rtx-3060-12-gb-1-click-oc-video-card-36nol7md1vok,GeForce RTX 3060 12GB,12,1320,1792,Black,258
EVGA XC3 ULTRA HYBRID GAMING,,https://pcpartpicker.com/product/7gwypg/evga-geforce-rtx-3090-24-gb-xc3-ultra-hybrid-gaming-video-card-24g-p5-3978-kr,GeForce RTX 3090,24,1395,1725,Black,263
Gigabyte GV-R67XT-12GD-B,,https://pcpartpicker.com/product/pK4Ycf/gigabyte-gv-r67xt-12gd-b-radeon-rx-6700-xt-12-gb-video-card-gv-r67xt-12gd-b,Radeon RX 6700 XT,12,2321,,Black / Silver,267
MSI SUPRIM,,https://pcpartpicker.com/product/dphFf7/msi-geforce-rtx-3070-ti-8-gb-suprim-video-card-geforce-rtx-3070-ti-suprim-8g,GeForce RTX 3070 Ti,8,1575,1845,Black / Silver,335
Zotac GAMING Trinity,,https://pcpartpicker.com/product/K6BG3C/zotac-geforce-rtx-3080-ti-12-gb-gaming-trinity-video-card-zt-a30810d-10p,GeForce RTX 3080 Ti,12,1365,1665,Black / Silver,318
EVGA XC3 ULTRA HYBRID GAMING,,https://pcpartpicker.com/product/XdM48d/evga-geforce-rtx-3080-ti-12-gb-xc3-ultra-hybrid-gaming-video-card-12g-p5-3958-kr,GeForce RTX 3080 Ti,12,1365,1725,Black,263
MSI SUPRIM X,,https://pcpartpicker.com/product/FVRYcf/msi-geforce-rtx-3080-12gb-lhr-12-gb-suprim-x-video-card-geforce-rtx-3080-suprim-x-12g-lhr,GeForce RTX 3080 12GB LHR,12,1260,1905,Silver / Black,336
MSI GAMING TRIO,,https://pcpartpicker.com/product/HHkWGX/msi-gaming-trio-geforce-rtx-4080-16-gb-video-card-rtx-4080-16gb-gaming-trio,GeForce RTX 4080,16,2205,2520,Black,337
Asus DUAL,,https://pcpartpicker.com/product/dbkH99/asus-dual-geforce-rtx-4060-ti-8-gb-video-card-dual-rtx4060ti-8g,GeForce RTX 4060 Ti,8,2310,2565,Black,227
GALAX EX,,https://pcpartpicker.com/product/VxmNnQ/galax-ex-geforce-rtx-3050-6gb-6-gb-video-card-35nrldmd9oex,GeForce RTX 3050 6GB,6,1040,1470,White,209
KFA2 1-Click OC 2X,,https://pcpartpicker.com/product/NjCZxr/kfa2-1-click-oc-2x-geforce-rtx-4070-12-gb-video-card-47nom7md8ddk,GeForce RTX 4070,12,1920,2490,Black,238
Sapphire TOXIC Limited Edition,1509.67,https://pcpartpicker.com/product/QdcG3C/sapphire-radeon-rx-6900-xt-16-gb-toxic-limited-edition-video-card-11308-13-20g,Radeon RX 6900 XT,16,1825,2600,Black,270
EVGA 02G-P4-2663-KR,299,https://pcpartpicker.com/product/4CH323/evga-video-card-02gp42663kr,GeForce GTX 660,2,1072,,Black / Silver,241
AMD FirePro V7900 SDI,224.06,https://pcpartpicker.com/product/DQ7CmG/amd-video-card-100505846,FirePro V7900 SDI,2,725,,Black / Red,279
Palit JetStream,,https://pcpartpicker.com/product/pZqrxr/palit-jetstream-geforce-rtx-4070-ti-12-gb-video-card-ned407t019k9-1043j,GeForce RTX 4070 Ti,12,2310,2610,Black,329
EVGA 512-P3-N940-LR,,https://pcpartpicker.com/product/CQW9TW/evga-video-card-512p3n940lr,GeForce 9400 GT,0.5,550,,Black / Green,
Gigabyte GV-N285OC-2GI,,https://pcpartpicker.com/product/CJ9KHx/gigabyte-video-card-gvn285oc2gi,GeForce GTX 285,2,,,,
Gigabyte GV-N660OC-2GD,,https://pcpartpicker.com/product/yjTmP6/gigabyte-video-card-gvn660oc2gd,GeForce GTX 660,2,1033,,Black / Blue,256
Asus GTX650TI-1GD5,,https://pcpartpicker.com/product/znzv6h/asus-video-card-gtx650ti1gd5,GeForce GTX 650 Ti,1,928,,Black / Red,213
PNY XLR8,,https://pcpartpicker.com/product/4Px9TW/pny-video-card-vcggtx9704xpb,GeForce GTX 970,4,1050,1178,Black / Gold,246
EVGA FTW3 HYBRID GAMING,,https://pcpartpicker.com/product/z7RFf7/evga-geforce-gtx-1080-8gb-ftw-hybrid-gaming-video-card-08g-p4-6288-kr,GeForce GTX 1080,8,1721,1860,Black / Silver,267
PNY VCGGTX10606PB-CG,,https://pcpartpicker.com/product/xbL7YJ/pny-geforce-gtx-1060-6gb-cg-video-card-vcggtx10606pb-cg,GeForce GTX 1060 6GB,6,1506,1708,Black,
EVGA HYBRID GAMING,,https://pcpartpicker.com/product/HgPzK8/evga-geforce-gtx-1070-8gb-hybrid-gaming-video-card-08g-p4-6178-kr,GeForce GTX 1070,8,1594,1784,Black / Gray,267
Zotac Blower,,https://pcpartpicker.com/product/ygfmP6/zotac-geforce-gtx-1080-ti-11gb-blower-video-card-zt-p10810b-10p,GeForce GTX 1080 Ti,11,1480,1582,Black,267
Gigabyte TURBO OC,,https://pcpartpicker.com/product/HDvZxr/gigabyte-geforce-gtx-1080-8gb-turbo-oc-video-card-gv-n1080ttoc-8gd,GeForce GTX 1080,8,1657,1797,Black / Orange,280
Gigabyte GV-RXVEGA64GAMING OC-8GD,,https://pcpartpicker.com/product/h766Mp/gigabyte-radeon-rx-vega-64-8gb-video-card-gv-rxvega64gaming-oc-8gd,Radeon RX VEGA 64,8,1247,1560,Black / Orange,274
EVGA SC GAMING,,https://pcpartpicker.com/product/KVZFf7/evga-geforce-gtx-1050-3gb-sc-gaming-video-card-03g-p4-6153-kr,GeForce GTX 1050,3,1455,1569,Black,145
GALAX (1-click OC),,https://pcpartpicker.com/product/YT22FT/galax-geforce-gtx-1660-ti-6-gb-1-click-oc-video-card-60irl7dsy91c,GeForce GTX 1660 Ti,6,1500,1800,Black,228
Asus DUAL EVO OC,,https://pcpartpicker.com/product/GkTzK8/asus-geforce-rtx-2080-super-8-gb-dual-evo-oc-video-card-dual-rtx2080s-o8g-evo,GeForce RTX 2080 SUPER,8,1650,1860,Black,267
Asus STRIX GAMING Advanced,,https://pcpartpicker.com/product/sKZzK8/asus-geforce-rtx-2080-super-8-gb-strix-gaming-advanced-video-card-rog-strix-rtx2080s-a8g-gaming,GeForce RTX 2080 SUPER,8,1650,1860,Black,300
MSI MECH,,https://pcpartpicker.com/product/hwhmP6/msi-radeon-rx-5700-8-gb-mech-video-card-radeon-rx-5700-mech,Radeon RX 5700,8,1465,1725,Black,232
Asus Phoenix,,https://pcpartpicker.com/product/chjNnQ/asus-geforce-gtx-1650-super-4-gb-phoenix-video-card-ph-gtx1650s-4g,GeForce GTX 1650 SUPER,4,1530,1755,Black / White,174
Asus STRIX GAMING OC,,https://pcpartpicker.com/product/bZFKHx/asus-geforce-gtx-1660-super-6-gb-strix-gaming-oc-video-card-rog-strix-gtx1660s-o6g-gaming,GeForce GTX 1660 SUPER,6,1530,1875,Black / Silver,243
EVGA SC BLACK GAMING,,https://pcpartpicker.com/product/V7snTW/evga-geforce-rtx-2060-super-8-gb-sc-black-gaming-video-card-08g-p4-3062-kr,GeForce RTX 2060 SUPER,8,1470,1650,Black / Silver,268
Palit JetStream,,https://pcpartpicker.com/product/6LjNnQ/palit-geforce-rtx-2070-super-8-gb-jetstream-video-card-ne6207ss19p2-1040j,GeForce RTX 2070 SUPER,8,1605,1815,Silver / Black,292
Gigabyte WINDFORCE,,https://pcpartpicker.com/product/VHbCmG/gigabyte-geforce-rtx-2070-super-8-gb-windforce-video-card-gv-n207swf3-8gc,GeForce RTX 2070 SUPER,8,1605,1770,Black,280
Palit GamingPro OC,,https://pcpartpicker.com/product/FNbCmG/palit-geforce-rtx-3090-24-gb-gamingpro-oc-video-card-ned3090s19sb-132ba,GeForce RTX 3090,24,1395,1725,Black / Silver,294
GALAX SG,,https://pcpartpicker.com/product/RmMTwP/galax-geforce-rtx-3080-10-gb-sg-1-click-oc-video-card-38nwm3md99nn,GeForce RTX 3080 10GB,10,1440,1725,Black,329
ASRock Radeon RX 6800 16G,,https://pcpartpicker.com/product/dXxbt6/asrock-radeon-rx-6800-16-gb-video-card-radeon-rx-6800-16g,Radeon RX 6800,16,1700,2105,Black / Silver,267
Palit Dual OC,,https://pcpartpicker.com/product/dWWBD3/palit-geforce-rtx-3060-ti-lhr-8-gb-dual-oc-video-card-ne6306ts19p2-190ad,GeForce RTX 3060 Ti LHR,8,1410,1695,Black,247
MSI GeForce RTX 3080 SUPRIM 10G,,https://pcpartpicker.com/product/V63mP6/msi-geforce-rtx-3080-10-gb-suprim-video-card-rtx-3080-suprim-10g,GeForce RTX 3080 10GB,10,1440,1830,Black / Silver,336
EVGA FTW3 GAMING iCX3,,https://pcpartpicker.com/product/Q63mP6/evga-geforce-rtx-3060-ti-8-gb-ftw3-gaming-icx3-video-card-08g-p5-3665-kr,GeForce RTX 3060 Ti,8,1410,1710,Black,285
Gigabyte OC Low Profile,,https://pcpartpicker.com/product/drhmP6/gigabyte-oc-low-profile-geforce-gtx-1650-g6-4-gb-video-card-gv-n1656oc-4gl,GeForce GTX 1650 G6,4,1410,1620,Black,167
Gigabyte EAGLE,,https://pcpartpicker.com/product/PqCFf7/gigabyte-geforce-rtx-3090-24-gb-eagle-video-card-gv-n3090eagle-24gd,GeForce RTX 3090,24,1395,1695,Black,320
Sapphire Toxic,,https://pcpartpicker.com/product/pYqPxr/sapphire-radeon-rx-6900-xt-16-gb-toxic-video-card-11308-11-20g,Radeon RX 6900 XT,16,1825,2500,Silver / Yellow,320
GALAX (1-click OC),,https://pcpartpicker.com/product/vFM48d/galax-geforce-rtx-3050-8gb-8-gb-1-click-oc-video-card-35nsl8md6zoc,GeForce RTX 3050 8GB,8,1550,1777,Black,189
GALAX EX (1-Click OC),,https://pcpartpicker.com/product/XBJgXL/galax-geforce-rtx-3050-8gb-8-gb-ex-1-click-oc-video-card-35nsl8md6yex,GeForce RTX 3050 8GB,8,1550,1822,Black / Silver,209
Gigabyte EAGLE,,https://pcpartpicker.com/product/L6vdnQ/gigabyte-eagle-geforce-rtx-3060-12gb-12-gb-video-card-gv-n3060eagle-12gd-rev-20,GeForce RTX 3060 12GB,12,1320,1777,Black,242
GALAX EX Gamer White,,https://pcpartpicker.com/product/MLVmP6/galax-ex-gamer-white-geforce-rtx-4070-ti-12-gb-video-card-47iom7md7bgw,GeForce RTX 4070 Ti,12,2310,2625,White,320
PNY XLR8 Gaming Overclocked Edition,1989,https://pcpartpicker.com/product/wBYLrH/pny-geforce-rtx-2080-ti-11-tb-xlr8-gaming-overclocked-edition-video-card-vcg2080t11tfmpb-o,GeForce RTX 2080 Ti,11,1350,1635,Black / Silver,302
Zotac GAMING AMP Extreme Holo,,https://pcpartpicker.com/product/P4wypg/zotac-geforce-rtx-3090-24-gb-gaming-amp-extreme-holo-video-card-zt-a30900b-10p,GeForce RTX 3090,24,1395,1815,Black,356
PNY XLR8 Gaming REVEL EPIC-X RGB,,https://pcpartpicker.com/product/dRhFf7/pny-geforce-rtx-3080-12gb-lhr-12-gb-xlr8-gaming-revel-epic-x-rgb-video-card-vcg308012ltfxppb,GeForce RTX 3080 12GB LHR,12,1260,1710,Silver / Black,294
Lenovo 4X61D97085,2549.99,https://pcpartpicker.com/product/KXJp99/lenovo-4x61d97085-rtx-a5000-24-gb-video-card-4x61d97085,RTX A5000,24,1170,1695,Black,267
Intel 23P6PC00BA,,https://pcpartpicker.com/product/gg7scf/intel-23p6pc00ba-arc-pro-a50-6-gb-video-card-23p6pc00ba,Arc Pro A50,6,2000,2350,Black,168
EVGA 04G-P4-3687-KR,,https://pcpartpicker.com/product/qb3RsY/evga-video-card-04gp43687kr,GeForce GTX 680,4,1084,,Black / Silver,266
Inno3D X3 OC,,https://pcpartpicker.com/product/46BG3C/inno3d-geforce-rtx-3070-ti-8-gb-x3-oc-video-card-n307t3-086xx-1820va45,GeForce RTX 3070 Ti,8,1575,1785,Black,300
Inno3D iChill X3,,https://pcpartpicker.com/product/nZQcCJ/inno3d-geforce-rtx-3080-ti-12-gb-ichill-x3-video-card-c308t3-126xx-1810va37,GeForce RTX 3080 Ti,12,1365,1710,Black / Silver,300
Gigabyte D6 LP,,https://pcpartpicker.com/product/hxqPxr/gigabyte-radeon-rx-6400-4-gb-d6-lp-video-card-gv-r64d6-4gl,Radeon RX 6400,4,1923,,Black,182
Asus TUF-RTX3060-O12G-DEMONSLAYER,485,https://pcpartpicker.com/product/q2PQzy/asus-tuf-rtx3060-o12g-demonslayer-geforce-rtx-3060-12-gb-video-card-tuf-rtx3060-o12g-demonslayer,GeForce RTX 3060 12GB,12,1320,1882,Orange / Black,301
GALAX HOF,,https://pcpartpicker.com/product/jgsV3C/galax-hof-geforce-rtx-4090-24-gb-video-card-49nxm5md6phe,GeForce RTX 4090,24,2235,2610,White,360
Asus TUF GAMING,,https://pcpartpicker.com/product/YMQcCJ/asus-tuf-gaming-geforce-rtx-3090-ti-24-gb-video-card-tuf-rtx3090ti-24g-gaming,GeForce RTX 3090 Ti,24,1560,1890,Black,326
MSI VENTUS 2X OCV1,,https://pcpartpicker.com/product/FhKscf/msi-ventus-2x-ocv1-geforce-rtx-3050-8gb-8-gb-video-card-rtx-3050-ventus-2x-8g-ocv1,GeForce RTX 3050 8GB,8,1550,1807,Black / Gray,236
Asus ENGTX590/3DIS/3GD5,,https://pcpartpicker.com/product/vFDwrH/asus-video-card-engtx5903dis3gd5,GeForce GTX 590,3,612,,,292
Galaxy 22TGE8HX2IUN,,https://pcpartpicker.com/product/CmtCmG/galaxy-video-card-22tge8hx2iun,GeForce GT 220,1,625,,Black / Blue,
EVGA 02G-P4-2662-KR,,https://pcpartpicker.com/product/dKw323/evga-video-card-02gp42662kr,GeForce GTX 660,2,1046,,Black / Silver,241
Asus GTX650-E-2GD5,,https://pcpartpicker.com/product/MWFPxr/asus-video-card-gtx650e2gd5,GeForce GTX 650,2,1071,,Black / Red,197
Sapphire Dual-X,,https://pcpartpicker.com/product/FMqdnQ/sapphire-video-card-112170420g,Radeon R9 270X,4,1020,,Black / Silver,228
