name,price,href,core_count,core_clock,boost_clock,micro_architecture,tdp,graphics,socket
AMD A12-9800E,138.02,https://pcpartpicker.com/product/Ld38TW/amd-a12-9800e-31ghz-quad-core-processor-ad9800ahabbox,4,3.1,3.8,Excavator,35,Radeon R7 (on-die),LGA2011-3
Intel Xeon E5-2620 V3,129.94,https://pcpartpicker.com/product/QNnG3C/intel-cpu-cm8064401831400,6,2.4,3.2,Haswell,85,,LGA1151
Intel Xeon E3-1230 V5,,https://pcpartpicker.com/product/w4dFf7/intel-cpu-bx80662e31230v5,4,3.4,3.8,Skylake,80,,AM4
AMD Athlon 220GE,,https://pcpartpicker.com/product/YP448d/amd-athlon-220ge-34-ghz-dual-core-processor-yd220gc6fbbox,2,3.4,,Zen,35,Radeon Vega 3,AM3
AMD Athlon II X4 635,58.02,https://pcpartpicker.com/product/ckQypg/amd-cpu-adx635wfk42gm,4,2.9,,K10,95,,LGA2011-3
Intel Xeon E5-2630L V3,410,https://pcpartpicker.com/product/PNnG3C/intel-cpu-cm8064401832100,8,1.8,2.9,Haswell,55,,LGA1151
Intel Core i3-6098P,59,https://pcpartpicker.com/product/PyKhP6/intel-core-i3-6098p-36ghz-dual-core-processor-bx80662i36098p,2,3.6,,Skylake,54,Intel HD Graphics 510,LGA1200
Intel Pentium Gold G6605,,https://pcpartpicker.com/product/tNPQzy/intel-pentium-gold-g6605-43-ghz-dual-core-processor-bx80701g6605,2,4.3,,Comet Lake,58,Intel UHD Graphics 630,LGA775
Intel Core 2 Duo E8500,,https://pcpartpicker.com/product/FvGkcf/intel-cpu-bx80570e8500,2,3.16,,Wolfdale,65,,LGA1366
Intel Core i7-965 Extreme Edition,,https://pcpartpicker.com/product/VxvRsY/intel-cpu-bx80601965,4,3.2,,Nehalem,130,,FM2
AMD A10-6700,108.02,https://pcpartpicker.com/product/4b7wrH/amd-cpu-ad6700okhlbox,4,3.7,,Piledriver,65,Radeon HD 8670D,LGA1150
Intel Pentium G3240,,https://pcpartpicker.com/product/HgDwrH/intel-cpu-bx80646g3240,2,3.1,,Haswell Refresh,53,Intel HD Graphics,LGA1150
Intel Core i5-4690K,,https://pcpartpicker.com/product/YpZQzy/intel-cpu-bxf80646i54690k,4,3.5,3.9,Haswell Refresh,88,Intel HD Graphics 4600,AM3+
AMD FX-8370E,,https://pcpartpicker.com/product/8j4NnQ/amd-cpu-fd837ewmhkbox,8,3.3,4.3,Piledriver,95,,LGA2011-3
Intel Xeon E5-1680 V3,,https://pcpartpicker.com/product/vYcMnQ/intel-cpu-cm8064401547809,8,3.2,3.8,Haswell,140,,FM2+
AMD Athlon X4 880K,,https://pcpartpicker.com/product/94s8TW/amd-cpu-ad880kxbjcsbx,4,4,4.2,Steamroller,95,,LGA1151
Intel Core i3-9350K,,https://pcpartpicker.com/product/FgXYcf/intel-core-i3-9350k-4-ghz-quad-core-processor-bx80684i39350k,4,4,4.6,Coffee Lake Refresh,91,Intel HD Graphics 630,LGA775
Intel Celeron 440,48.87,https://pcpartpicker.com/product/3Tfp99/intel-cpu-bx80557440,1,2,,Core,35,,LGA2011
Intel Xeon E5-2630L V2,,https://pcpartpicker.com/product/Ks6BD3/intel-cpu-cm8063501376200,6,2.4,,Ivy Bridge,60,,LGA2011-3
Intel Xeon E5-2695 V3,498.95,https://pcpartpicker.com/product/gH98TW/intel-cpu-cm8064401438110,14,2.3,3.3,Haswell,120,,LGA1151
Intel Core i5-6600T,179.95,https://pcpartpicker.com/product/r3tWGX/intel-cpu-cm8066201920601,4,2.7,3.5,Skylake,35,Intel HD Graphics 530,LGA1151
Intel Core i5-8600,269.95,https://pcpartpicker.com/product/khm323/intel-core-i5-8600-31ghz-6-core-oemtray-processor-cm8068403358607,6,3.1,4.3,Coffee Lake,65,Intel UHD Graphics 630,LGA2011-3
Intel Xeon E5-2609 V4,458.16,https://pcpartpicker.com/product/pfvZxr/intel-cpu-bx80660e52609v4,8,1.7,,Broadwell,85,,AM4
AMD A6-9500E,,https://pcpartpicker.com/product/YRL7YJ/amd-a6-9500e-30ghz-dual-core-processor-ad9500ahabbox,2,3,3.4,Excavator,35,Radeon R5 (on die),AM3
AMD Athlon II X2 220,,https://pcpartpicker.com/product/CRtCmG/amd-cpu-adx220ock22gm,2,2.8,,K10,65,,LGA1366
Intel Core i7-970,,https://pcpartpicker.com/product/9psKHx/intel-cpu-bx80613i7970,6,3.2,,Westmere,130,,AM3
AMD Athlon II X4 645,,https://pcpartpicker.com/product/gjxfrH/amd-cpu-adx645wfgmbox,4,3.1,,K10,95,,AM3+
AMD FX-4100,,https://pcpartpicker.com/product/cJrG3C/amd-cpu-fd4100wmgusbx,4,3.6,,Bulldozer,95,,LGA1155
Intel Xeon E3-1220 V2,,https://pcpartpicker.com/product/6gGkcf/intel-cpu-bx80637e31220v2,4,3.1,,Ivy Bridge,69,,LGA1150
Intel Core i3-4330,,https://pcpartpicker.com/product/qMLypg/intel-cpu-bx80646i34330,2,3.5,,Haswell,54,Intel HD Graphics 4600,LGA2011
Intel Xeon E5-2650L V2,,https://pcpartpicker.com/product/3WMFf7/intel-cpu-cm8063501287602,10,1.7,2.1,Ivy Bridge,70,,LGA2011-3
Intel Xeon E5-2650L V3,,https://pcpartpicker.com/product/vcCrxr/intel-cpu-cm8064401575702,12,1.8,2.5,Haswell,65,,LGA1151
Intel Pentium G4500,96.9,https://pcpartpicker.com/product/TXvZxr/intel-cpu-bx80662g4500,2,3.5,,Skylake,51,Intel HD Graphics 530,G34
AMD Opteron 6378,,https://pcpartpicker.com/product/HZNp99/amd-cpu-os6378wktgghkwof,16,2.4,3.3,Piledriver,115,,LGA1151
Intel Core i5-9500,,https://pcpartpicker.com/product/dD4BD3/intel-core-i5-9500-3-ghz-6-core-oemtray-processor-cm8068403362610,6,3,4.4,Coffee Lake Refresh,65,Intel UHD Graphics 630,LGA1156
Intel Core i7-870,189.95,https://pcpartpicker.com/product/vX7wrH/intel-cpu-bv80605001905ai,4,2.93,,Nehalem,95,,LGA1156
Intel Core i7-875K,174.02,https://pcpartpicker.com/product/hbYXsY/intel-cpu-bx80605i7875k,4,2.93,,Nehalem,95,,LGA1155
Intel Core i3-2105,60,https://pcpartpicker.com/product/pLmLrH/intel-cpu-bx80623i32105,2,3.1,,Sandy Bridge,65,Intel HD Graphics 3000,LGA2011
Intel Xeon E5-1650 V2,229.95,https://pcpartpicker.com/product/YgYXsY/intel-cpu-cm8063501292204,6,3.5,3.9,Ivy Bridge,130,,AM3
AMD Phenom II X2 B59,,https://pcpartpicker.com/product/nFfmP6/amd-cpu-hdxb59wfk2dgm,2,3.4,,K10,80,,LGA775
Intel Core 2 Duo E6400,74.9,https://pcpartpicker.com/product/VV8Zxr/intel-cpu-bx80557e6400,2,2.13,,Core,65,,LGA775
Intel Celeron 420,,https://pcpartpicker.com/product/v9H323/intel-cpu-bx80557420,1,1.6,,Core,35,,AM3
AMD Phenom II X4 955 Black,,https://pcpartpicker.com/product/FV8Zxr/amd-cpu-hdz955fbgmbox,4,3.2,,K10,125,,AM3
AMD Phenom II X4 840,,https://pcpartpicker.com/product/KPBv6h/amd-cpu-hdx840wfk42gm,4,3.2,,K10,95,,FM2
AMD A8-6500,,https://pcpartpicker.com/product/nDtCmG/amd-cpu-ad6500okhlbox,4,3.5,,Piledriver,65,Radeon HD 8570D,FM2
AMD Athlon X4 750K,,https://pcpartpicker.com/product/cztCmG/amd-cpu-ad750kwohjbox,4,3.4,,Piledriver,100,,LGA1150
Intel Xeon E3-1225 V3,,https://pcpartpicker.com/product/PHXfrH/intel-cpu-bx80646e31225v3,4,3.2,3.6,Haswell,84,Intel HD Graphics P4600,LGA2011-3
Intel Xeon E5-1630 V3,,https://pcpartpicker.com/product/JPx9TW/intel-cpu-cm8064401614501,4,3.7,3.8,Haswell,140,,FM2+
AMD A8-7650K,,https://pcpartpicker.com/product/ZsYWGX/amd-cpu-ad765kxbjabox,4,3.3,3.7,Steamroller,95,Radeon R7 (on-die),LGA1151
Intel Core i5-6400T,,https://pcpartpicker.com/product/mn7CmG/intel-cpu-cm8066201920000,4,2.2,2.8,Skylake,35,Intel HD Graphics 530,LGA1155
Intel Core i5-3570S,,https://pcpartpicker.com/product/82RzK8/intel-core-i5-3570s-31ghz-quad-core-oemtray-processor-cm8063701093901,4,3.1,3.8,Ivy Bridge,65,Intel HD Graphics 2500,sTR4
AMD Threadripper 2970WX,,https://pcpartpicker.com/product/tksmP6/amd-threadripper-2970wx-3ghz-24-core-oemtray-processor-yd297xazuhcaf,24,3,4.2,Zen+,250,,LGA2066
Intel Core i7-9800X,,https://pcpartpicker.com/product/92yV3C/intel-core-i7-9800x-38-ghz-8-core-oemtray-processor-cd8067304126100,8,3.8,4.5,Skylake,165,,LGA1151
Intel Xeon E3-1270 V6,719.95,https://pcpartpicker.com/product/KLtWGX/intel-xeon-e3-1270-v6-38ghz-quad-core-oemtray-processor-cm8067702870648,4,3.8,4.2,Kaby Lake,72,,LGA1150
Intel Pentium G3250,61,https://pcpartpicker.com/product/KMPfrH/intel-cpu-bx80646g3250,2,3.2,,Haswell Refresh,53,Intel HD Graphics,LGA1151
Intel Core i3-6100T,149.94,https://pcpartpicker.com/product/J6RFf7/intel-cpu-cm8066201927102,2,3.2,,Skylake,35,Intel HD Graphics 530,LGA1150
Intel Pentium G3420,100.01,https://pcpartpicker.com/product/9Hdqqs/intel-cpu-bx80646g3420,2,3.2,,Haswell,54,Intel HD Graphics,LGA2011
Intel Xeon E5-4650,,https://pcpartpicker.com/product/w2JwrH/intel-cpu-bx80621e54650,8,2.7,3.3,Sandy Bridge,130,,FM2+
AMD A10-7870K,281.82,https://pcpartpicker.com/product/CjyxFT/amd-cpu-ad787kxdjcbox,4,3.9,4.1,Steamroller,95,Radeon R7 (on-die),G34
AMD Opteron 6344,349.99,https://pcpartpicker.com/product/CfPzK8/amd-cpu-os6344wktcghk,12,2.6,3.2,Piledriver,115,,LGA1151
Intel Pentium Gold G5400,,https://pcpartpicker.com/product/PvqhP6/intel-pentium-gold-g5400-37ghz-dual-core-processor-bx80684g5400,2,3.7,,Coffee Lake,58,Intel UHD Graphics 610,LGA1156
Intel Core i7-880,,https://pcpartpicker.com/product/HCQypg/intel-cpu-bv80605002505ag,4,3.06,,Nehalem,95,,LGA1155
Intel Celeron G540,69.98,https://pcpartpicker.com/product/wfbp99/intel-cpu-bx80623g540,2,2.5,,Sandy Bridge,65,Intel HD Graphics,LGA1155
Intel Core i3-3225,,https://pcpartpicker.com/product/XDYXsY/intel-cpu-bx80637i33225,2,3.3,,Ivy Bridge,55,Intel HD Graphics 4000,FM2
AMD Athlon X4 760K,,https://pcpartpicker.com/product/bHdqqs/amd-cpu-ad760kwohlbox,4,3.8,4.1,Piledriver,100,,LGA1150
Intel Celeron G1820,,https://pcpartpicker.com/product/W67wrH/intel-cpu-bx80646g1820,2,2.7,,Haswell,53,Intel HD Graphics,LGA1150
Intel Core i3-4160,,https://pcpartpicker.com/product/vDrG3C/intel-cpu-cm8064601483644,2,3.6,,Haswell Refresh,54,Intel HD Graphics 4400,LGA2011
Intel Xeon E5-1650,,https://pcpartpicker.com/product/K2g323/intel-cpu-cm8062101102002,6,3.2,3.8,Sandy Bridge,130,,LGA2011
Intel Xeon E5-2643 V2,398.95,https://pcpartpicker.com/product/FCBv6h/intel-cpu-cm8063501287403,6,3.5,3.8,Ivy Bridge,130,,LGA1151
Intel Xeon E3-1270 V5,,https://pcpartpicker.com/product/Ty4NnQ/intel-cpu-bx80662e31270v5,4,3.6,4,Skylake,80,,LGA2011-3
Intel Core i7-6850K,,https://pcpartpicker.com/product/YyKhP6/intel-cpu-cm8067102056100,6,3.6,3.8,Broadwell,140,,AM4
AMD Ryzen 7 1800X,,https://pcpartpicker.com/product/Wx7CmG/amd-ryzen-7-1800x-36ghz-8-core-processor-yd180xbcaempk,8,3.6,4,Zen,95,,LGA2011-3
Intel Xeon E5-2650L V4,,https://pcpartpicker.com/product/MLs8TW/intel-xeon-e5-2650l-v4-17ghz-14-core-oemtray-processor-cm8066002033006,14,1.7,2.5,Broadwell,65,,LGA2066
Intel Core i9-9920X,,https://pcpartpicker.com/product/4WRzK8/intel-core-i9-9920x-35-ghz-12-core-processor-bx80673i99920x,12,3.5,4.4,Skylake,165,,AM3+
AMD FX-4350,108.02,https://pcpartpicker.com/product/NyDwrH/amd-cpu-fd4350frw4khk,4,4.2,,Piledriver,125,,LGA2011-3
Intel Xeon E5-1620 V4,150.71,https://pcpartpicker.com/product/RgBrxr/intel-xeon-e5-1620-v4-35ghz-quad-core-processor-bx80660e51620v4,4,3.5,3.8,Broadwell,140,,LGA1155
Intel Pentium G2120,52,https://pcpartpicker.com/product/PZphP6/intel-cpu-bx80637g2120,2,3.1,,Ivy Bridge,55,Intel HD Graphics,LGA2011-3
Intel Core i7-6900K,289.08,https://pcpartpicker.com/product/n3yxFT/intel-cpu-cm8067102056010,8,3.2,3.7,Broadwell,140,,LGA2011-3
Intel Xeon E5-2643 V4,929.95,https://pcpartpicker.com/product/hVwqqs/intel-xeon-e5-2643-v4-34ghz-6-core-oemtray-processor-cm8066002041500,6,3.4,3.7,Broadwell,135,,AM3
AMD Athlon II X4 620,54.95,https://pcpartpicker.com/product/JFkD4D/amd-cpu-adx620wfk42gi,4,2.6,,K10,95,,LGA2011
Intel Xeon E5-2603 V2,,https://pcpartpicker.com/product/rT6BD3/intel-cpu-bx80635e52603v2,4,1.8,,Ivy Bridge,80,,LGA1150
Intel Core i3-4160T,,https://pcpartpicker.com/product/hvLypg/intel-cpu-cm8064601483535,2,3.1,,Haswell Refresh,35,Intel HD Graphics 4400,LGA1151
Intel Xeon E3-1240 V5,,https://pcpartpicker.com/product/zDcMnQ/intel-cpu-bx80662e31240v5,4,3.5,3.9,Skylake,80,,LGA1151
Intel Xeon E3-1225 V5,265,https://pcpartpicker.com/product/DDcMnQ/intel-cpu-cm8066201922605,4,3.3,3.7,Skylake,80,Intel HD Graphics P530,AM3
AMD Phenom II X6 1055T,,https://pcpartpicker.com/product/LQQypg/amd-cpu-hdt55tfbgrbox,6,2.8,,K10,125,,LGA775
Intel Core 2 Duo E4300,,https://pcpartpicker.com/product/s2DwrH/intel-cpu-hh80557pg0332m,2,1.8,,Core,65,,LGA775
Intel Pentium E5200,,https://pcpartpicker.com/product/hQQypg/intel-cpu-eu80571pg0602m,2,2.5,,Wolfdale,65,,LGA775
Intel Core 2 Quad Q9400,,https://pcpartpicker.com/product/DPkD4D/intel-cpu-bx80580q9400,4,2.66,,Yorkfield,95,,FM1
AMD Athlon II X4 651K,,https://pcpartpicker.com/product/7yYXsY/amd-cpu-ad651kwngxbox,4,3,,Lynx,100,,LGA1150
Intel Xeon E3-1245 V3,,https://pcpartpicker.com/product/XGyFf7/intel-cpu-bx80646e31245v3,4,3.4,3.8,Haswell,84,Intel HD Graphics P4600,AM3+
AMD FX-9590,,https://pcpartpicker.com/product/bD6BD3/amd-cpu-fd9590fhw8khk,8,4.7,5,Piledriver,220,,LGA1150
Intel Core i5-4440S,,https://pcpartpicker.com/product/bLtCmG/intel-cpu-bx80646i54440s,4,2.8,3.3,Haswell,65,Intel HD Graphics 4600,LGA1155
Intel Core i7-3770T,,https://pcpartpicker.com/product/KCphP6/intel-cpu-cm8063701212200,4,2.5,3.7,Ivy Bridge,45,Intel HD Graphics 4000,LGA1150
Intel Core i5-4460S,,https://pcpartpicker.com/product/h6rcCJ/intel-core-i5-4460s-29ghz-quad-core-processor-bxc80646i54460s,4,2.9,3.4,Haswell Refresh,65,Intel HD Graphics 4000,FM2+
AMD Athlon X4 870K,,https://pcpartpicker.com/product/Fk98TW/amd-athlon-x4-870k-39ghz-quad-core-processor-ad870kxbjcsbx,4,3.9,4.1,Steamroller,95,,LGA2066
Intel Core i7-7800X,,https://pcpartpicker.com/product/djzZxr/intel-core-i7-7800x-35ghz-6-core-processor-bxc80673i77800x,6,3.5,4,Skylake,140,,LGA2066
Intel Core i9-9960X,,https://pcpartpicker.com/product/fB3H99/intel-core-i9-9960x-31-thz-16-core-processor-bx80673i99960x,16,3.1,4.4,Skylake,165,,LGA1151
Intel Core i5-9400,,https://pcpartpicker.com/product/VwrYcf/intel-core-i5-9400-29-ghz-6-core-oemtray-processor-cm8068403875505,6,2.9,4.1,Coffee Lake Refresh,65,Intel UHD Graphics 630,LGA1156
Intel Core i5-661,80,https://pcpartpicker.com/product/nxvRsY/intel-cpu-bx80616i5661,2,3.33,,Westmere,87,Intel HD Graphics,LGA1155
Intel Core i5-2380P,70,https://pcpartpicker.com/product/sxzv6h/intel-cpu-bx80623i52380p,4,3.1,,Sandy Bridge,95,,FM2
AMD A4-6300B,49.95,https://pcpartpicker.com/product/38h9TW/amd-cpu-ad630boka23hl,2,3.7,3.9,Piledriver,65,Radeon HD 8370D,LGA1155
Intel Xeon E3-1275 V2,374,https://pcpartpicker.com/product/br9KHx/intel-cpu-cm8063701098702,4,3.5,,Ivy Bridge,77,Intel HD Graphics P4000,LGA1356
Intel Xeon E5-2470V2,229.95,https://pcpartpicker.com/product/F7PzK8/intel-xeon-e5-2470v2-24ghz-10-core-processor-bx80634e52470v2,10,2.4,3.2,Ivy Bridge,95,,LGA775
Intel Celeron 430,59.95,https://pcpartpicker.com/product/tDvRsY/intel-cpu-bx80557430,1,1.8,,Core,35,,LGA1155
Intel Core i3-3245,60,https://pcpartpicker.com/product/3wR48d/intel-cpu-bx80637i33245,2,3.4,,Ivy Bridge,55,Intel HD Graphics 4000,AM3
AMD Athlon II X2 215,,https://pcpartpicker.com/product/DRtCmG/amd-cpu-adx215ock22gq,2,2.7,,K10,65,,LGA775
Intel Pentium E6800,,https://pcpartpicker.com/product/LVzv6h/intel-cpu-bx80571e6800,2,3.333,,Wolfdale,65,,LGA1155
Intel Core i5-2550K,,https://pcpartpicker.com/product/sWphP6/intel-cpu-bx80623i52550k,4,3.4,,Sandy Bridge,95,,FM2
AMD A10-6790K,,https://pcpartpicker.com/product/gw9KHx/amd-cpu-ad679kwohlbox,4,4,4.3,Piledriver,100,Radeon HD 8670D,LGA1150
Intel Core i5-4670S,,https://pcpartpicker.com/product/vf8H99/intel-cpu-cm8064601465703,4,3.1,3.8,Haswell,65,Intel HD Graphics 4600,LGA1151
Intel Xeon E3-1235L V5,,https://pcpartpicker.com/product/w9Nypg/intel-cpu-cm8066201935807,4,2,3,Skylake,25,Intel HD Graphics P530,AM1
AMD Athlon 5370,,https://pcpartpicker.com/product/ywcMnQ/amd-cpu-ad5370jahmbox,4,2.2,,Jaguar,25,Radeon R3 (on die),LGA1151
Intel Core i5-7400T,,https://pcpartpicker.com/product/xjKhP6/intel-core-i5-7400t-24ghz-quad-core-processor-bx80677i57400t,4,2.4,3,Kaby Lake,35,Intel HD Graphics 630,LGA1151
Intel Core i5-7600T,,https://pcpartpicker.com/product/4hx9TW/intel-core-i5-7600t-28ghz-quad-core-processor-bx80677i57600t,4,2.8,3.7,Kaby Lake,35,Intel HD Graphics 630,LGA1151
Intel Core i3-8300T,,https://pcpartpicker.com/product/Rhm323/intel-core-i3-8300t-32ghz-quad-core-oemtray-processor-cm8068403377212,4,3.2,,Coffee Lake,35,Intel UHD Graphics 630,AM4
AMD Athlon 240GE,,https://pcpartpicker.com/product/crZFf7/amd-athlon-240ge-35-ghz-dual-core-processor-yd240gc6fbbox,2,3.5,,Zen,35,Radeon Vega 3,FM2+
AMD A6-7480,,https://pcpartpicker.com/product/Bg66Mp/amd-a6-7480-35-ghz-dual-core-processor-ad7480acabbox,2,3.5,3.8,Puma+,65,Radeon R5 (on die),LGA1156
Intel Core i3-560,60,https://pcpartpicker.com/product/y8Bv6h/intel-cpu-bx80616i3560,2,3.333,,Westmere,73,Intel HD Graphics,LGA1155
Intel Xeon E3-1225 V2,199.99,https://pcpartpicker.com/product/rsDwrH/intel-cpu-bx80637e31225v2,4,3.2,,Ivy Bridge,77,Intel HD Graphics P4000,LGA1155
Intel Core i3-3220T,80,https://pcpartpicker.com/product/yYsKHx/intel-cpu-bx80637i33220t,2,2.8,,Ivy Bridge,35,Intel HD Graphics 2500,LGA775
Intel Core 2 Duo E4400,108,https://pcpartpicker.com/product/yMH323/intel-cpu-bx80557e4400,2,2,,Core,65,,LGA1155
Intel Xeon E3-1245 V2,315,https://pcpartpicker.com/product/Z37wrH/intel-cpu-bx80637e31245v2,4,3.4,,Ivy Bridge,77,Intel HD Graphics P4000,LGA1151
Intel Xeon E3-1285 V6,989.95,https://pcpartpicker.com/product/R938TW/intel-xeon-e3-1285-v6-41ghz-quad-core-oemtray-processor-cm8067702870937,4,4.1,4.5,Kaby Lake,79,Intel HD Graphics 630,LGA775
Intel Pentium E2160,49,https://pcpartpicker.com/product/6wbp99/intel-cpu-bx80557e2160,2,1.8,,Core,65,,LGA775
Intel Celeron E3300,61.79,https://pcpartpicker.com/product/MhXfrH/intel-cpu-bx80571e3300,2,2.5,,Wolfdale,65,,LGA775
Intel Core 2 Duo E6550,89.95,https://pcpartpicker.com/product/69H323/intel-cpu-hh80557pj0534mg,2,2.33,,Core,65,,LGA1155
Intel Xeon E3-1275,376.99,https://pcpartpicker.com/product/CPZQzy/intel-cpu-bx80623e31275,4,3.4,,Sandy Bridge,95,Intel HD Graphics,LGA2011-3
Intel Xeon E5-2687W V3,,https://pcpartpicker.com/product/TMnG3C/intel-cpu-bx80644e52687v3,10,3.1,3.5,Haswell,160,,FM2+
AMD A6-7470K,89,https://pcpartpicker.com/product/mXyxFT/amd-cpu-ad747kybjcbox,2,3.7,4,Steamroller,65,Radeon R5 (on die),LGA1151
Intel Xeon E3-1220 V6,221.62,https://pcpartpicker.com/product/JXx9TW/intel-xeon-e3-1220-v6-30ghz-quad-core-processor-bx80677e31220v6,4,3,3.5,Kaby Lake,72,,LGA1156
Intel Core i5-680,,https://pcpartpicker.com/product/M9H323/intel-cpu-bx80616i5680,2,3.6,,Westmere,73,Intel HD Graphics,LGA1366
Intel Core i7-920,,https://pcpartpicker.com/product/pCQypg/intel-cpu-at80601000741aa,4,2.66,,Nehalem,130,,LGA1366
Intel Core i7-975 Extreme Edition,,https://pcpartpicker.com/product/8pvRsY/intel-cpu-bx80601975,4,3.33,,Nehalem,130,,LGA775
Intel Core 2 Quad Q9550S,,https://pcpartpicker.com/product/p7bp99/intel-cpu-bx80569q9550s,4,2.83,,Yorkfield,65,,FM1
AMD A8-3850,,https://pcpartpicker.com/product/fzV48d/amd-cpu-ad3850wngxbox,4,2.9,,Lynx,100,Radeon HD 6550D,AM3+
AMD FX-6200,,https://pcpartpicker.com/product/VP4gXL/amd-cpu-fd6200frgubox,6,3.8,,Bulldozer,125,,LGA1155
Intel Xeon E3-1230,,https://pcpartpicker.com/product/q8DwrH/intel-cpu-bx80623e31230,4,3.2,,Sandy Bridge,80,,AM3+
AMD FX-9370,,https://pcpartpicker.com/product/gkV48d/amd-cpu-fd9370fhhkwox,8,4.4,4.7,Piledriver,220,,AM1
AMD 5150,,https://pcpartpicker.com/product/62g323/amd-cpu-ad5150jahmbox,4,1.6,,Jaguar,25,Radeon HD 8400,LGA1155
Intel Core i3-3240,,https://pcpartpicker.com/product/P7YWGX/intel-cpu-cm8063701137900,2,3.4,,Ivy Bridge,55,Intel HD Graphics 2500,LGA2011
Intel Xeon E5-2630 V2,,https://pcpartpicker.com/product/9QzZxr/intel-cpu-cm8063501288100,6,2.6,3.1,Ivy Bridge,80,,LGA1150
Intel Core i5-4690,,https://pcpartpicker.com/product/xNNypg/intel-cpu-cm8064601560516,4,3.5,3.9,Haswell Refresh,84,Intel HD Graphics 4600,LGA1151
Intel Xeon E3-1220 V5,,https://pcpartpicker.com/product/4bhj4D/intel-cpu-bx80662e31220v5,4,3,3.5,Skylake,80,,LGA1151
Intel Pentium G4560,,https://pcpartpicker.com/product/mTVBD3/intel-pentium-g4560-35ghz-dual-core-oemtray-processor-cm8067702867064,2,3.5,,Kaby Lake,54,Intel HD Graphics 610,LGA1151
Intel Core i3-7350K,,https://pcpartpicker.com/product/psPzK8/intel-core-i3-7350k-42ghz-dual-core-oemtray-processor-cm8067703014431,2,4.2,,Kaby Lake,60,Intel HD Graphics 630,LGA1151
Intel Core i3-8350K,,https://pcpartpicker.com/product/42gPxr/intel-core-i3-8350k-40ghz-quad-core-oemtray-processor-cm8068403376809,4,4,,Coffee Lake,91,Intel UHD Graphics 630,LGA2066
Intel Core i9-9900X,,https://pcpartpicker.com/product/qNCD4D/intel-core-i9-9900x-35-ghz-10-core-processor-bx80673i99900x,10,3.5,4.4,Skylake,165,,AM4
AMD Athlon 240GE,,https://pcpartpicker.com/product/FYjJ7P/amd-athlon-240ge-35-ghz-dual-core-oemtray-processor-yd240gc6m2ofb,2,3.5,,Zen,35,Radeon Vega 3,LGA1151
Intel Core i5-9500F,,https://pcpartpicker.com/product/JfrYcf/intel-core-i5-9500f-3-ghz-6-core-oemtray-processor-cm8068403875414,6,3,4.4,Coffee Lake Refresh,65,,LGA1151
Intel Core i5-9400T,,https://pcpartpicker.com/product/8rxbt6/intel-core-i5-9400t-18-ghz-6-core-oemtray-processor-cm8068403358915,6,1.8,3.4,Coffee Lake Refresh,35,Intel UHD Graphics 630,LGA1200
Intel Core i3-10305,169.99,https://pcpartpicker.com/product/HnLFf7/intel-core-i3-10305-38-ghz-quad-core-processor-bx8070110305,4,3.8,4.5,Comet Lake,65,Intel UHD Graphics 630,LGA1155
Intel Core i5-3330S,149.94,https://pcpartpicker.com/product/QP7v6h/intel-core-i5-3330s-27ghz-quad-core-oemtray-processor-cm8063701159804,4,2.7,3.2,Ivy Bridge,65,Intel HD Graphics 2500,LGA1151
Intel Xeon E-2126G,896,https://pcpartpicker.com/product/9T22FT/intel-xeon-e-2126g-33-thz-6-core-oemtray-processor-cm8068403380219,6,3.3,4.5,Coffee Lake,80,Intel HD Graphics P630,LGA775
Intel Core 2 Duo E6320,89.95,https://pcpartpicker.com/product/9gfp99/intel-cpu-hh80557ph0364m,2,1.86,,Core,65,,LGA1151
Intel Xeon E3-1280 V6,562,https://pcpartpicker.com/product/3ncMnQ/intel-xeon-e3-1280-v6-39ghz-quad-core-oemtray-processor-cm8067702870647,4,3.9,4.2,Kaby Lake,72,,LGA1151
Intel Xeon E-2144G,762,https://pcpartpicker.com/product/CTc48d/intel-xeon-e-2144g-36-thz-quad-core-oemtray-processor-cm8068403654220,4,3.6,4.5,Coffee Lake,71,Intel HD Graphics P630,AM3
AMD Athlon II X4 620,,https://pcpartpicker.com/product/kMH323/amd-cpu-adx620wfgibox,4,2.6,,K10,95,,LGA775
Intel Core 2 Duo E8400,186.6,https://pcpartpicker.com/product/g9H323/intel-cpu-bx80570e8400,2,3,,Wolfdale,65,,LGA1156
Intel Core i3-550,,https://pcpartpicker.com/product/BDg323/intel-cpu-bx80616i3550,2,3.2,,Westmere,73,Intel HD Graphics,LGA1155
Intel Pentium G620,,https://pcpartpicker.com/product/qyn2FT/intel-cpu-bx80623g620,2,2.6,,Sandy Bridge,65,Intel HD Graphics,AM3
AMD Phenom II X4 960T Black,,https://pcpartpicker.com/product/JWh9TW/amd-cpu-hd96ztwfgrbox,4,3,,K10,95,,FM2
AMD A4-4000,,https://pcpartpicker.com/product/pJh9TW/amd-cpu-ad4000okhlbox,2,3,,Piledriver,65,Radeon HD 7480D,LGA1150
Intel Xeon E3-1275 V3,,https://pcpartpicker.com/product/HDtCmG/intel-cpu-bx80646e31275v3,4,3.5,3.9,Haswell,84,Intel HD Graphics P4600,LGA1150
Intel Xeon E3-1276 V3,,https://pcpartpicker.com/product/XQ8Zxr/intel-cpu-bx80646e31276v3,4,3.6,4,Haswell Refresh,84,Intel HD Graphics P4600,LGA2011
