name,price,href,speed,modules,price_per_gb,color,first_word_latency,cas_latency
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,,https://pcpartpicker.com/product/G7VmP6/teamgroup-t-force-vulcan-tuf-gaming-alliance-16-gb-2-x-8-gb-ddr4-2666-cl18-memory-tltyd416g2666hc18hdc01,"4,2666","2,8",,Black / Gold,13.503,18
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 32 GB,,https://pcpartpicker.com/product/MBC48d/teamgroup-t-force-vulcan-tuf-gaming-alliance-32-gb-2-x-16-gb-ddr4-2666-cl18-memory-tltyd432g2666hc18hdc01,"4,2666","2,16",,Black / Gold,13.503,18
ADATA XPG GAMMIX D45 32 GB,,https://pcpartpicker.com/product/jjTp99/adata-xpg-gammix-d45-32-gb-1-x-32-gb-ddr4-3200-cl16-memory-ax4u320032g16a-cbkd45,"4,3200","1,32",,Black,10,16
ADATA XPG SPECTRIX D50 8 GB,,https://pcpartpicker.com/product/NnxRsY/adata-xpg-spectrix-d50-8-gb-1-x-8-gb-ddr4-3600-cl18-memory-ax4u36008g18a-st50,"4,3600","1,8",,Black,10,18
ADATA XPG SPECTRIX D50 16 GB,,https://pcpartpicker.com/product/PxpzK8/adata-xpg-spectrix-d50-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-ax4u36008g18a-dt50,"4,3600","2,8",,Black,10,18
ADATA XPG SPECTRIX D50 32 GB,,https://pcpartpicker.com/product/CMWzK8/adata-xpg-spectrix-d50-32-gb-1-x-32-gb-ddr4-3600-cl18-memory-ax4u360032g18i-sw50,"4,3600","1,32",,White,10,18
Mushkin Redline Lumina 32 GB,99.99,https://pcpartpicker.com/product/HHC48d/mushkin-redline-lumina-white-32-gb-2-x-16-gb-ddr4-2666-cl16-memory-mlb4c266ghhf16gx2,"4,2666","2,16",3.125,White,12.003,16
Mushkin Redline Lumina 64 GB,,https://pcpartpicker.com/product/rKvdnQ/mushkin-redline-lumina-white-64-gb-2-x-32-gb-ddr4-3200-cl14-memory-mlb4c320ejjp32gx2,"4,3200","2,32",,White,8.75,14
Mushkin Redline Lumina 32 GB,108.99,https://pcpartpicker.com/product/qvXJ7P/mushkin-redline-lumina-white-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-mlb4c360jnnm16gx2,"4,3600","2,16",3.406,White,10,18
Mushkin Redline 16 GB,,https://pcpartpicker.com/product/9kpzK8/mushkin-redline-16-gb-2-x-8-gb-ddr4-3200-cl14-memory-mrc4u320ejjp8gx2,"4,3200","2,8",,Black,8.75,14
Mushkin Redline 16 GB,,https://pcpartpicker.com/product/fQrRsY/mushkin-redline-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-mrc4u300gjjm8gx2,"4,3000","2,8",,Black,10.667,16
Mushkin Redline 64 GB,,https://pcpartpicker.com/product/FvXJ7P/mushkin-redline-64-gb-2-x-32-gb-ddr4-2400-cl15-memory-mrc4u240ffff32gx2,"4,2400","2,32",,Black,12.5,15
Mushkin Redline 64 GB,,https://pcpartpicker.com/product/R7QcCJ/mushkin-redline-64-gb-2-x-32-gb-ddr4-3600-cl16-memory-mra4c360gkkp32gx2,"4,3600","2,32",,Black,8.889,16
Mushkin Redline 16 GB,63.99,https://pcpartpicker.com/product/3L3gXL/mushkin-redline-16-gb-2-x-8-gb-ddr4-2933-cl17-memory-mra4s293hkkf8gx2,"4,2933","2,8",3.999,,11.592,17
Mushkin Redline Lumina 16 GB,85.99,https://pcpartpicker.com/product/7CM48d/mushkin-redline-lumina-16-gb-2-x-8-gb-ddr4-4000-cl18-memory-mla4c400jnnm8gx2,"4,4000","2,8",5.374,Black,9,18
Mushkin Redline 32 GB,,https://pcpartpicker.com/product/YZM48d/mushkin-redline-32-gb-2-x-16-gb-ddr4-4133-cl19-memory-mrc4u413koop16gx2,"4,4133","2,16",,Black,9.194,19
Mushkin Redline 64 GB,,https://pcpartpicker.com/product/L8D7YJ/mushkin-redline-64-gb-2-x-32-gb-ddr4-2666-cl16-memory-mrb4u266ghhf32gx2,"4,2666","2,32",,Red,12.003,16
Mushkin Redline 16 GB,79.98,https://pcpartpicker.com/product/VxpzK8/mushkin-redline-16-gb-2-x-8-gb-ddr4-2666-cl16-memory-mrb4u266ghhf8gx2,"4,2666","2,8",4.999,Red,12.003,16
Mushkin Silverline 16 GB,133.99,https://pcpartpicker.com/product/6kpzK8/mushkin-silverline-16-gb-1-x-16-gb-ddr4-2133-cl15-memory-msl4u213ff16g28,"4,2133","1,16",8.374,Silver,14.065,15
Mushkin Silverline 16 GB,,https://pcpartpicker.com/product/cJcG3C/mushkin-silverline-16-gb-1-x-16-gb-ddr4-2666-cl19-memory-msl4u266kf16g,"4,2666","1,16",,Silver,14.254,19
Mushkin Silverline 16 GB,,https://pcpartpicker.com/product/PR7G3C/mushkin-silverline-16-gb-1-x-16-gb-ddr4-3200-cl22-memory-msl4u320nf16g,"4,3200","1,16",,Silver,13.75,22
G.Skill Trident Z Royal 64 GB,,https://pcpartpicker.com/product/mwBG3C/gskill-trident-z-royal-64-gb-8-x-8-gb-ddr4-3600-cl14-memory-f4-3600c14q2-64gtrsa,"4,3600","8,8",,White,7.778,14
G.Skill Trident Z 64 GB,,https://pcpartpicker.com/product/2C7G3C/gskill-trident-z-64-gb-2-x-32-gb-ddr5-5600-cl30-memory-f5-5600j3036d32gx2-tz5s,"5,5600","2,32",,White / Black,10.714,30
G.Skill Trident Z 32 GB,,https://pcpartpicker.com/product/X7t9TW/gskill-trident-z-32-gb-2-x-16-gb-ddr5-6000-cl40-memory-f5-6000j4040f16ga2-tz5s,"5,6000","2,16",,White / Black,13.333,40
G.Skill Trident Z 32 GB,,https://pcpartpicker.com/product/Jdytt6/gskill-trident-z-32-gb-2-x-16-gb-ddr5-6000-cl40-memory-f5-6000u4040e16ga2-tz5k,"5,6000","2,16",,Black,13.333,40
G.Skill Ripjaws V 128 GB,,https://pcpartpicker.com/product/B3LFf7/gskill-ripjaws-v-128-gb-8-x-16-gb-ddr4-2666-cl16-memory-f4-2666c16q2-128gvk,"4,2666","8,16",,Red,12.003,16
G.Skill Ripjaws V 16 GB,,https://pcpartpicker.com/product/dQmmP6/gskill-ripjaws-v-16-gb-2-x-8-gb-ddr4-4266-cl16-memory-f4-4266c16d-16gvk,"4,4266","2,8",,Red,7.501,16
G.Skill Ripjaws V 128 GB,,https://pcpartpicker.com/product/WRrRsY/gskill-ripjaws-v-128-gb-8-x-16-gb-ddr4-2400-cl15-memory-f4-2400c15q2-128gvr,"4,2400","8,16",,Red,12.5,15
G.Skill Ripjaws V 8 GB,,https://pcpartpicker.com/product/Zy6p99/gskill-ripjaws-v-8-gb-1-x-8-gb-ddr4-2800-cl17-memory-f4-2800c17s-8gvr,"4,2800","1,8",,Red,12.143,17
G.Skill Sniper X 16 GB,,https://pcpartpicker.com/product/tTGbt6/gskill-sniper-x-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-f4-3000c16d-16gsxwb,"4,3000","2,8",,Black / White,10.667,16
G.Skill Sniper X 32 GB,,https://pcpartpicker.com/product/gWgFf7/gskill-sniper-x-32-gb-2-x-16-gb-ddr4-3000-cl16-memory-f4-3000c16d-32gsxwb,"4,3000","2,16",,Black / White,10.667,16
G.Skill Sniper X 16 GB,,https://pcpartpicker.com/product/VKzhP6/gskill-sniper-x-16-gb-1-x-16-gb-ddr4-3600-cl19-memory-f4-3600c19s-16gsxwb,"4,3600","1,16",,Black / White,10.556,19
G.Skill Sniper X 8 GB,,https://pcpartpicker.com/product/rj6p99/gskill-sniper-x-8-gb-1-x-8-gb-ddr4-3600-cl19-memory-f4-3600c19s-8gsxwb,"4,3600","1,8",,Black / White,10.556,19
G.Skill Sniper X 32 GB,,https://pcpartpicker.com/product/73LFf7/gskill-sniper-x-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-f4-3600c18d-32gsxas,"4,3600","2,16",,White,10,18
G.Skill Sniper X 16 GB,,https://pcpartpicker.com/product/9mXJ7P/gskill-sniper-x-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-f4-3600c18d-16gsxas,"4,3600","2,8",,White,10,18
G.Skill Trident Z Royal 32 GB,,https://pcpartpicker.com/product/4fXJ7P/gskill-trident-z-royal-32-gb-2-x-16-gb-ddr4-3600-cl14-memory-f4-3600c14d-32gtrga,"4,3600","2,16",,Gold,7.778,14
G.Skill Trident Z Royal 128 GB,,https://pcpartpicker.com/product/ZTGbt6/gskill-trident-z-royal-128-gb-8-x-16-gb-ddr4-3600-cl14-memory-f4-3600c14q2-128gtrga,"4,3600","8,16",,Gold,7.778,14
G.Skill Trident Z Royal Elite 32 GB,,https://pcpartpicker.com/product/yPwypg/gskill-trident-z-royal-elite-32-gb-4-x-8-gb-ddr4-3600-cl14-memory-f4-3600c14q-32gtesa,"4,3600","4,8",,Silver,7.778,14
G.Skill Trident Z Royal Elite 64 GB,,https://pcpartpicker.com/product/dVxRsY/gskill-trident-z-royal-elite-64-gb-4-x-16-gb-ddr4-3600-cl14-memory-f4-3600c14q-64gtega,"4,3600","4,16",,Gold,7.778,14
G.Skill Trident Z Royal Elite 128 GB,,https://pcpartpicker.com/product/s4H7YJ/gskill-trident-z-royal-elite-128-gb-8-x-16-gb-ddr4-3600-cl14-memory-f4-3600c14q2-128gtega,"4,3600","8,16",,Gold,7.778,14
G.Skill Trident Z Royal Elite 128 GB,,https://pcpartpicker.com/product/cnPQzy/gskill-trident-z-royal-elite-128-gb-8-x-16-gb-ddr4-3600-cl14-memory-f4-3600c14q2-128gtesa,"4,3600","8,16",,Silver,7.778,14
G.Skill Trident Z Royal Elite 32 GB,,https://pcpartpicker.com/product/J4H7YJ/gskill-trident-z-royal-elite-32-gb-4-x-8-gb-ddr4-3600-cl16-memory-f4-3600c16q-32gtesc,"4,3600","4,8",,Silver,8.889,16
G.Skill Trident Z Royal Elite 32 GB,,https://pcpartpicker.com/product/vy6p99/gskill-trident-z-royal-elite-32-gb-2-x-16-gb-ddr4-4000-cl16-memory-f4-4000c16d-32gteg,"4,4000","2,16",,Gold,8,16
G.Skill Trident Z RGB 64 GB,,https://pcpartpicker.com/product/HMzhP6/gskill-trident-z-rgb-64-gb-4-x-16-gb-ddr4-2400-cl15-memory-f4-2400c15q-64gtzr,"4,2400","4,16",,Black,12.5,15
G.Skill Trident Z RGB 64 GB,,https://pcpartpicker.com/product/3YvdnQ/gskill-trident-z-rgb-64-gb-8-x-8-gb-ddr4-3200-cl15-memory-f4-3200c15q2-64gtzr,"4,3200","8,8",,,9.375,15
G.Skill Trident Z RGB 16 GB,,https://pcpartpicker.com/product/xBXJ7P/gskill-trident-z-rgb-16-gb-2-x-8-gb-ddr4-4000-cl17-memory-f4-4000c17d-16gtzrb,"4,4000","2,8",,,8.5,17
G.Skill F4-3200C15Q-64GTZSW 64 GB,,https://pcpartpicker.com/product/Tk2WGX/gskill-f4-3200c15q-64gtzsw-64-gb-4-x-16-gb-ddr4-3200-cl15-memory-f4-3200c15q-64gtzsw,"4,3200","4,16",,Gray / White,9.375,15
G.Skill F4-3200C16Q-64GTZSK 64 GB,329,https://pcpartpicker.com/product/dhhFf7/gskill-f4-3200c16q-64gtzsk-64-gb-4-x-16-gb-ddr4-3200-cl16-memory-f4-3200c16q-64gtzsk,"4,3200","4,16",5.141,Gray / Black,10,16
G.Skill F4-4200C19Q2-64GTZKK 64 GB,,https://pcpartpicker.com/product/WhhFf7/gskill-f4-4200c19q2-64gtzkk-64-gb-8-x-8-gb-ddr4-4200-cl19-memory-f4-4200c19q2-64gtzkk,"4,4200","8,8",,Black,9.048,19
G.Skill Ares 64 GB,,https://pcpartpicker.com/product/fbmmP6/gskill-ares-64-gb-8-x-8-gb-ddr3-1333-cl9-memory-f3-1333c9q2-64gao,"3,1333","8,8",,Orange,13.503,9
G.Skill Trident Z Neo 16 GB,,https://pcpartpicker.com/product/Hy6p99/gskill-trident-z-neo-16-gb-2-x-8-gb-ddr4-2666-cl18-memory-f4-2666c18d-16gtzn,"4,2666","2,8",,Black / White,13.503,18
G.Skill Trident Z Neo 128 GB,,https://pcpartpicker.com/product/tGpzK8/gskill-trident-z-neo-128-gb-8-x-16-gb-ddr4-3600-cl14-memory-f4-3600c14q2-128gtzna,"4,3600","8,16",,Black / White,7.778,14
G.Skill Trident Z RGB (For AMD) 128 GB,,https://pcpartpicker.com/product/3x8bt6/gskill-trident-z-rgb-for-amd-128-gb-8-x-16-gb-ddr4-2933-cl14-memory-f4-2933c14q2-128gtzrx,"4,2933","8,16",,Black,9.547,14
G.Skill Ripjaws 4 16 GB,,https://pcpartpicker.com/product/vJJgXL/gskill-ripjaws-4-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-f4-3000c16d-16grrb,"4,3000","2,8",,Red,10.667,16
G.Skill Ripjaws 4 8 GB,,https://pcpartpicker.com/product/Xc92FT/gskill-ripjaws-4-8-gb-1-x-8-gb-ddr4-3000-cl16-memory-f4-3000c16s-8grrb,"4,3000","1,8",,Red,10.667,16
TEAMGROUP Elite Plus 8 GB,,https://pcpartpicker.com/product/Pswypg/teamgroup-elite-plus-8-gb-1-x-8-gb-ddr5-4800-cl40-memory-tpbd58g4800hc40016,"5,4800","1,8",,Black,16.667,40
TEAMGROUP Elite Plus 32 GB,,https://pcpartpicker.com/product/tJhFf7/teamgroup-elite-plus-32-gb-2-x-16-gb-ddr5-6000-cl40-memory-tpbd532g6000hc48dc01,"5,6000","2,16",,Black,13.333,40
G.Skill Trident Z RGB 16 GB,,https://pcpartpicker.com/product/qz3gXL/gskill-trident-z-rgb-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-f4-3200c16d-16gtzrn,"4,3200","2,8",,Black,10,16
Acer UD100 16 GB,,https://pcpartpicker.com/product/9chFf7/acer-ud100-16-gb-1-x-16-gb-ddr4-2666-cl19-memory-bl9bwwa226,"4,2666","1,16",,Black,14.254,19
Acer Predator Apollo RGB 16 GB,,https://pcpartpicker.com/product/mDt9TW/acer-predator-apollo-rgb-16-gb-2-x-8-gb-ddr4-4133-cl19-memory-bl9bwwr254,"4,4133","2,8",,Silver / Black,9.194,19
Patriot Viper 4 Blackout 16 GB,,https://pcpartpicker.com/product/T9VG3C/patriot-viper-4-blackout-16-gb-2-x-8-gb-ddr4-4133-cl18-memory-pvb416g413c8k,"4,4133","2,8",,Black,8.71,18
Patriot Viper 4 Blackout 16 GB,,https://pcpartpicker.com/product/ZKfFf7/patriot-viper-4-blackout-16-gb-2-x-8-gb-ddr4-4266-cl18-memory-pvb416g426c8k,"4,4266","2,8",,Black,8.439,18
Patriot Viper 4 Blackout 64 GB,,https://pcpartpicker.com/product/kftKHx/patriot-viper-4-blackout-64-gb-2-x-32-gb-ddr4-3000-cl16-memory-pvb464g300c6k,"4,3000","2,32",,Black,10.667,16
Patriot Viper Elite 32 GB,,https://pcpartpicker.com/product/xGWBD3/patriot-viper-elite-32-gb-1-x-32-gb-ddr4-2666-cl16-memory-pve432g266c6gy,"4,2666","1,32",,Black / Silver,12.003,16
Patriot Viper Venom RGB 32 GB,,https://pcpartpicker.com/product/yxjNnQ/patriot-viper-rgb-32-gb-2-x-16-gb-ddr4-3600-cl17-memory-pvr432g360c7k,"4,3600","2,16",,Black,9.444,17
Silicon Power XPOWER Zenith Gaming 32 GB,,https://pcpartpicker.com/product/Bzt9TW/silicon-power-xpower-zenith-gaming-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-sp032gxlzu360fdc,"4,3600","2,16",,Black,10,18
Silicon Power XPOWER Zenith RGB Gaming 8 GB,,https://pcpartpicker.com/product/tvPQzy/silicon-power-xpower-zenith-rgb-gaming-8-gb-1-x-8-gb-ddr5-5600-cl40-memory-sp008gxlwu560gsh,"5,5600","1,8",,White,14.286,40
Silicon Power XPOWER Turbine RGB 8 GB,,https://pcpartpicker.com/product/yGytt6/silicon-power-xpower-turbine-rgb-8-gb-1-x-8-gb-ddr4-4133-cl19-memory-sp008gxlzu413bsb,"4,4133","1,8",,Silver / Black,9.194,19
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,https://pcpartpicker.com/product/XKfnTW/silicon-power-xpower-zenith-rgb-gaming-16-gb-1-x-16-gb-ddr4-3200-cl16-memory-sp016gxlzu320bsd,"4,3200","1,16",,Black,10,16
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,https://pcpartpicker.com/product/qGytt6/silicon-power-xpower-zenith-rgb-gaming-16-gb-1-x-16-gb-ddr4-3600-cl18-memory-sp016gxlzu360bsd,"4,3600","1,16",,Black,10,18
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,https://pcpartpicker.com/product/tMjBD3/silicon-power-xpower-zenith-rgb-gaming-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-sp032gxlzu360fdd,"4,3600","2,16",,Black,10,18
Silicon Power XPOWER Zenith Gaming 16 GB,,https://pcpartpicker.com/product/VMjBD3/silicon-power-xpower-zenith-gaming-16-gb-2-x-8-gb-ddr5-5200-cl38-memory-sp016gxlwu520gde,"5,5200","2,8",,Black,14.615,38
Silicon Power XPOWER Zenith Gaming 32 GB,,https://pcpartpicker.com/product/7mbTwP/silicon-power-xpower-zenith-gaming-32-gb-2-x-16-gb-ddr5-5200-cl38-memory-sp032gxlwu520fdg,"5,5200","2,16",,White,14.615,38
Silicon Power XPOWER Zenith Gaming 32 GB,,https://pcpartpicker.com/product/WNrRsY/silicon-power-xpower-zenith-gaming-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-sp032gxlwu560fde,"5,5600","2,16",,Black,14.286,40
Silicon Power XPOWER Turbine 8 GB,,https://pcpartpicker.com/product/GrZ9TW/silicon-power-xpower-turbine-8-gb-1-x-8-gb-ddr4-4133-cl19-memory-sp008gxlzu413bsa,"4,4133","1,8",,Blue / Black,9.194,19
Silicon Power SP004GBLFU213N02 4 GB,,https://pcpartpicker.com/product/QT2WGX/silicon-power-sp004gblfu213n02-4-gb-1-x-4-gb-ddr4-2133-cl15-memory-sp004gblfu213n02,"4,2133","1,4",,,14.065,15
Silicon Power SP008GBLFU320B01 8 GB,,https://pcpartpicker.com/product/G7KKHx/silicon-power-sp008gblfu320b01-8-gb-1-x-8-gb-ddr4-3200-cl22-memory-sp008gblfu320b01,"4,3200","1,8",,,13.75,22
Silicon Power SP016GBLFU213B02 16 GB,81.06,https://pcpartpicker.com/product/vgVmP6/silicon-power-sp016gblfu213b02-16-gb-1-x-16-gb-ddr4-2133-cl15-memory-sp016gblfu213b02,"4,2133","1,16",5.066,,14.065,15
Silicon Power SP016GBLFU266B02 16 GB,68.58,https://pcpartpicker.com/product/qchFf7/silicon-power-sp016gblfu266b02-16-gb-1-x-16-gb-ddr4-2666-cl19-memory-sp016gblfu266b02,"4,2666","1,16",4.286,,14.254,19
Silicon Power SP016GBLFU266F02 16 GB,,https://pcpartpicker.com/product/FchFf7/silicon-power-sp016gblfu266f02-16-gb-1-x-16-gb-ddr4-2666-cl19-memory-sp016gblfu266f02,"4,2666","1,16",,,14.254,19
Silicon Power SP032GBLFU213B21 32 GB,,https://pcpartpicker.com/product/DDt9TW/silicon-power-sp032gblfu213b21-32-gb-2-x-16-gb-ddr4-2133-cl15-memory-sp032gblfu213b21,"4,2133","2,16",,,14.065,15
Silicon Power SP032GBLFU320B22 32 GB,,https://pcpartpicker.com/product/2pXJ7P/silicon-power-sp032gblfu320b22-32-gb-2-x-16-gb-ddr4-3200-cl22-memory-sp032gblfu320b22,"4,3200","2,16",,,13.75,22
Silicon Power SP032GBSFU320F22 32 GB,,https://pcpartpicker.com/product/r9VmP6/silicon-power-sp032gbsfu320f22-32-gb-2-x-16-gb-ddr4-3200-sodimm-cl22-memory-sp032gbsfu320f22,"4,3200","2,16",,,13.75,22
Silicon Power SP064GBSFU266X22 64 GB,,https://pcpartpicker.com/product/HY3gXL/silicon-power-sp064gbsfu266x22-64-gb-1-x-64-gb-ddr4-2666-sodimm-cl19-memory-sp064gbsfu266x22,"4,2666","1,64",,,14.254,19
Silicon Power SP016GBLVU480G22 16 GB,,https://pcpartpicker.com/product/XXKKHx/silicon-power-sp016gblvu480g22-16-gb-2-x-8-gb-ddr5-4800-cl40-memory-sp016gblvu480g22,"5,4800","2,8",,,16.667,40
TEAMGROUP T-Force Vulcan 16 GB,,https://pcpartpicker.com/product/4nYmP6/teamgroup-t-force-vulcan-16-gb-1-x-16-gb-ddr5-5600-cl32-memory-flbd516g5600hc3201,"5,5600","1,16",,Black,11.429,32
G.Skill Ripjaws S5 64 GB,,https://pcpartpicker.com/product/ypt9TW/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-6000-cl32-memory-f5-6000j3238g32ga2-rs5k,"5,6000","2,32",,Black,10.667,32
TEAMGROUP Night Hawk RGB Gen 2 32 GB,,https://pcpartpicker.com/product/mkFbt6/teamgroup-night-hawk-rgb-gen-2-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-tf14d432g3200hc16cdc01,"4,3200","2,16",,Black,10,16
TEAMGROUP Night Hawk RGB Gen 2 64 GB,,https://pcpartpicker.com/product/R2ddnQ/teamgroup-night-hawk-rgb-gen-2-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-tf14d464g3200hc16cdc01,"4,3200","2,32",,Black,10,16
TEAMGROUP Night Hawk RGB Gen 2 32 GB,,https://pcpartpicker.com/product/3hQcCJ/teamgroup-night-hawk-rgb-gen-2-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tf14d432g3600hc18jdc01,"4,3600","2,16",,Black,10,18
TEAMGROUP Night Hawk RGB Gen 2 32 GB,,https://pcpartpicker.com/product/rrTp99/teamgroup-night-hawk-rgb-gen-2-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-tf15d432g4000hc18ldc01,"4,4000","2,16",,White,9,18
Silicon Power SP016GBLFU240BS2 16 GB,,https://pcpartpicker.com/product/yDt9TW/silicon-power-sp016gblfu240bs2-16-gb-1-x-16-gb-ddr4-2400-cl17-memory-sp016gblfu240bs2,"4,2400","1,16",,Gray,14.167,17
Silicon Power SP008GBLFU240BS2 8 GB,,https://pcpartpicker.com/product/dNrRsY/silicon-power-sp008gblfu240bs2-8-gb-1-x-8-gb-ddr4-2400-cl17-memory-sp008gblfu240bs2,"4,2400","1,8",,Gray,14.167,17
Mushkin Redline 32 GB,,https://pcpartpicker.com/product/sL6p99/mushkin-redline-32-gb-2-x-16-gb-ddr5-5200-cl36-memory-mrf5u520dffh16gx2,"5,5200","2,16",,Black,13.846,36
Neo Forza FAYE 32 GB,,https://pcpartpicker.com/product/k8TZxr/neo-forza-faye-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-nmud416f82-3600dg30,"4,3600","2,16",,Black / Silver,10,18
Neo Forza FAYE 32 GB,,https://pcpartpicker.com/product/zWGhP6/neo-forza-faye-32-gb-2-x-16-gb-ddr4-4600-cl19-memory-nmud416e82-4600cg20,"4,4600","2,16",,Black / Silver,8.261,19
Neo Forza FAYE 16 GB,,https://pcpartpicker.com/product/jLrqqs/neo-forza-faye-16-gb-2-x-8-gb-ddr4-4600-cl19-memory-nmud480e82-4600cg20,"4,4600","2,8",,Black / Silver,8.261,19
Neo Forza MARS 32 GB,,https://pcpartpicker.com/product/WNn9TW/neo-forza-mars-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-nmgd416e82-3601df30,"4,3600","2,16",,Gray / Black,10,18
Neo Forza MARS 64 GB,,https://pcpartpicker.com/product/YMn9TW/neo-forza-mars-64-gb-2-x-32-gb-ddr4-4000-cl19-memory-nmgd432f82-4000ff20,"4,4000","2,32",,Gray / Black,9.5,19
TEAMGROUP Elite Plus 32 GB,,https://pcpartpicker.com/product/ZNn9TW/teamgroup-elite-plus-32-gb-2-x-16-gb-ddr5-5200-cl42-memory-tpsd532g5200hc42dc01,"5,5200","2,16",,Silver,16.154,42
TEAMGROUP Elite Plus 16 GB,,https://pcpartpicker.com/product/zQzXsY/teamgroup-elite-plus-16-gb-1-x-16-gb-ddr5-5200-cl42-memory-tpsd516g5200hc4201,"5,5200","1,16",,Silver,16.154,42
TEAMGROUP Elite Plus 8 GB,,https://pcpartpicker.com/product/4cCZxr/teamgroup-elite-plus-8-gb-1-x-8-gb-ddr5-5200-cl42-memory-tpsd58g5200hc42016,"5,5200","1,8",,Silver,16.154,42
OLOy Blade RGB 32 GB,,https://pcpartpicker.com/product/8Kytt6/oloy-blade-rgb-32-gb-2-x-16-gb-ddr5-6600-cl40-memory-nd5u1666402irkde,"5,6600","2,16",,Black,12.121,40
GeIL Polaris 32 GB,,https://pcpartpicker.com/product/g4t9TW/geil-polaris-32-gb-2-x-16-gb-ddr5-5200-cl34-memory-gaow532gb5200c34adc,"5,5200","2,16",,White,13.077,34
GeIL Polaris 32 GB,,https://pcpartpicker.com/product/tRNxFT/geil-polaris-32-gb-2-x-16-gb-ddr5-5200-cl34-memory-gaor532gb5200c34adc,"5,5200","2,16",,Red,13.077,34
OLOy Blade RGB 16 GB,,https://pcpartpicker.com/product/7FqPxr/oloy-blade-rgb-16-gb-2-x-8-gb-ddr5-5600-cl32-memory-nd5u0856322brsde,"5,5600","2,8",,Platinum,11.429,32
TEAMGROUP T-Force Zeus 32 GB,,https://pcpartpicker.com/product/FqsV3C/teamgroup-t-force-zeus-32-gb-2-x-16-gb-ddr4-2666-sodimm-cl19-memory-ttzd432g2666hc19dc-s01,"4,2666","2,16",,Red / Black,14.254,19
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,https://pcpartpicker.com/product/jP6NnQ/silicon-power-xpower-zenith-rgb-gaming-64-gb-2-x-32-gb-ddr5-6000-cl40-memory-sp064gxlwu600fdh,"5,6000","2,32",,White,13.333,40
PROXMEM SPEAR 32 GB,,https://pcpartpicker.com/product/P7TZxr/proxmem-spear-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-pgd5u52a40xx7-s1wc,"5,5200","2,16",,Black / Silver,15.385,40
PROXMEM SPEAR 32 GB,,https://pcpartpicker.com/product/v27scf/proxmem-spear-32-gb-2-x-16-gb-ddr5-6800-cl38-memory-pgd5u68a38xx7-s1wc,"5,6800","2,16",,Black / Silver,11.176,38
PROXMEM KERBEROS 16 GB,,https://pcpartpicker.com/product/Hn7scf/proxmem-kerberos-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-pgd4u36818xx6-k1wc,"4,3600","2,8",,Black / Silver,10,18
Timetec PINNACLE 16 GB,,https://pcpartpicker.com/product/dRTZxr/timetec-pinnacle-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-pkmd4u36c18fnhw,"4,3600","2,8",,White / Silver,10,18
Timetec PINNACLE Konduit RGB 64 GB,,https://pcpartpicker.com/product/D688TW/timetec-pinnacle-konduit-rgb-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-pkmd4u32c16chb32gk2,"4,3200","2,32",,Black,10,16
Timetec PINNACLE Konduit RGB 32 GB,61.99,https://pcpartpicker.com/product/wTJp99/timetec-pinnacle-konduit-rgb-32-gb-1-x-32-gb-ddr4-3200-cl16-memory-pkmd4u32c16chw32g,"4,3200","1,32",1.937,White,10,16
Timetec PINNACLE Konduit RGB 32 GB,,https://pcpartpicker.com/product/L688TW/timetec-pinnacle-konduit-rgb-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-pkmd4u32c16chb16gk2,"4,3200","2,16",,Black,10,16
Timetec PINNACLE Konduit RGB 16 GB,,https://pcpartpicker.com/product/nW3NnQ/timetec-pinnacle-konduit-rgb-16-gb-1-x-16-gb-ddr4-3200-cl16-memory-pkmd4u32c16chb16g,"4,3200","1,16",,Black,10,16
